date,gold_24k_gram1,gold_22k_gram1,platinum_gram1,platinum_gram8
10-12-19,3777,3597,2785.0,22280.0
11-12-19,3777,3597,2785.0,22280.0
12-12-19,3782,3602,2785.0,22280.0
13-12-19,3780,3600,2853.0,22824.0
14-12-19,3803,3622,2871.0,22968.0
15-12-19,3803,3622,2871.0,22968.0
16-12-19,3803,3622,2871.0,22968.0
17-12-19,3808,3627,2871.0,22968.0
18-12-19,3815,3634,2871.0,22968.0
19-12-19,3810,3629,2921.0,23368.0
20-12-19,3817,3636,2913.0,23304.0
21-12-19,3819,3637,2908.0,23264.0
22-12-19,3819,3637,2908.0,23264.0
23-12-19,3833,3651,2930.0,23440.0
24-12-19,3847,3665,2930.0,23440.0
25-12-19,3883,3698,2930.0,23440.0
26-12-19,3877,3692,2882.0,23056.0
27-12-19,3899,3714,2938.0,23504.0
28-12-19,3917,3730,2941.0,23528.0
29-12-19,3917,3730,2941.0,23528.0
30-12-19,3909,3722,2941.0,23528.0
31-12-19,3929,3742,2982.0,23856.0
01-01-20,3922,3735,2982.0,23856.0
02-01-20,3923,3736,2995.0,23960.0
03-01-20,4005,3815,3048.0,24384.0
04-01-20,4024,3832,3076.0,24608.0
05-01-20,4024,3832,3076.0,24608.0
06-01-20,4088,3896,3076.0,24608.0
07-01-20,4056,3863,3110.0,24880.0
08-01-20,4092,3897,3050.0,24400.0
09-01-20,3995,3805,3050.0,24400.0
10-01-20,3990,3800,3001.0,24008.0
11-01-20,4011,3820,3001.0,24008.0
12-01-20,4011,3820,3001.0,24008.0
13-01-20,3971,3782,3001.0,24008.0
14-01-20,3954,3766,3044.0,24352.0
15-01-20,3989,3801,,
16-01-20,3995,3808,,
17-01-20,3999,3812,,
18-01-20,4019,3828,3208.0,25664.0
19-01-20,4019,3828,,
20-01-20,4015,3824,3165.0,25320.0
21-01-20,4006,3815,3191.0,25528.0
22-01-20,4004,3813,3191.0,25528.0
23-01-20,4002,3811,3142.0,25136.0
24-01-20,4015,3824,3142.0,25136.0
25-01-20,4055,3862,3152.0,25216.0
26-01-20,4055,3862,3152.0,25216.0
27-01-20,4076,3882,3152.0,25216.0
28-01-20,4069,3875,3178.0,25424.0
29-01-20,4049,3856,3126.0,25008.0
30-01-20,4086,3891,3126.0,25008.0
31-01-20,4077,3883,3115.0,24920.0
01-02-20,4118,3922,3115.0,24920.0
02-02-20,4118,3922,3076.0,24608.0
03-02-20,4090,3894,3076.0,24608.0
04-02-20,4050,3856,3076.0,24608.0
05-02-20,4029,3837,3015.0,24120.0
06-02-20,4055,3862,3078.0,24624.0
07-02-20,4066,3873,3058.0,24464.0
08-02-20,4093,3898,,
09-02-20,4093,3898,,
10-02-20,4086,3891,3072.0,24576.0
11-02-20,4065,3872,3072.0,24576.0
12-02-20,4055,3862,3056.0,24448.0
13-02-20,4083,3889,3039.0,24312.0
14-02-20,4083,3889,3039.0,24312.0
15-02-20,4120,3924,3039.0,24312.0
16-02-20,4120,3924,3039.0,24312.0
17-02-20,4097,3902,3039.0,24312.0
18-02-20,4122,3926,3065.0,24520.0
19-02-20,4163,3965,3089.0,24712.0
20-02-20,4177,3978,3089.0,24712.0
21-02-20,4254,4051,3199.0,25592.0
22-02-20,4276,4072,3199.0,25592.0
23-02-20,4276,4072,3199.0,25592.0
24-02-20,4374,4166,3143.0,25144.0
25-02-20,4297,4092,3143.0,25144.0
26-02-20,4284,4080,3089.0,24712.0
27-02-20,4267,4064,3069.0,24552.0
28-02-20,4267,4064,2963.0,23704.0
29-02-20,4185,3986,2915.0,23320.0
01-03-20,4185,3986,2915.0,23320.0
02-03-20,4205,4005,2915.0,23320.0
03-03-20,4226,4025,2828.0,22624.0
04-03-20,4334,4128,2864.0,22912.0
05-03-20,4328,4122,2906.0,23248.0
06-03-20,4431,4220,2906.0,23248.0
07-03-20,4417,4207,2866.0,22928.0
08-03-20,4417,4207,2866.0,22928.0
09-03-20,4390,4181,2891.0,23128.0
10-03-20,4425,4214,2891.0,23128.0
11-03-20,4372,4164,2923.0,23384.0
12-03-20,4365,4157,2923.0,23384.0
13-03-20,4214,4013,2870.0,22960.0
14-03-20,4131,3934,2870.0,22960.0
15-03-20,4131,3934,2870.0,22960.0
16-03-20,4140,3943,2657.0,21256.0
17-03-20,4011,3820,2399.0,19192.0
18-03-20,4061,3868,2177.0,17416.0
19-03-20,4073,3879,2213.0,17704.0
20-03-20,4150,3952,2100.0,16800.0
21-03-20,4164,3966,2100.0,16800.0
22-03-20,4164,3966,2100.0,16800.0
23-03-20,4150,3952,2100.0,16800.0
24-03-20,4214,4016,2100.0,16800.0
25-03-20,4214,4016,2100.0,16800.0
26-03-20,4315,4117,2100.0,16800.0
27-03-20,4366,4168,2100.0,16800.0
28-03-20,4399,4201,2100.0,16800.0
29-03-20,4399,4201,2100.0,16800.0
30-03-20,4417,4219,2100.0,16800.0
31-03-20,4378,4180,2100.0,16800.0
01-04-20,4365,4167,2100.0,16800.0
02-04-20,4363,4165,2100.0,16800.0
03-04-20,4430,4232,2100.0,16800.0
04-04-20,4460,4262,2100.0,16800.0
05-04-20,4460,4262,2100.0,16800.0
06-04-20,4446,4248,2100.0,16800.0
07-04-20,4498,4300,2100.0,16800.0
08-04-20,4541,4343,2100.0,16800.0
09-04-20,4566,4368,2100.0,16800.0
10-04-20,4601,4403,2100.0,16800.0
11-04-20,4601,4403,2100.0,16800.0
12-04-20,4601,4403,2100.0,16800.0
13-04-20,4638,4440,2100.0,16800.0
14-04-20,4720,4522,2100.0,16800.0
15-04-20,4725,4517,2100.0,16800.0
16-04-20,4728,4520,2100.0,16800.0
17-04-20,4687,4479,2100.0,16800.0
18-04-20,4685,4477,2100.0,16800.0
19-04-20,4685,4477,2100.0,16800.0
20-04-20,4627,4419,2100.0,16800.0
21-04-20,4677,4469,2100.0,16800.0
22-04-20,4696,4488,2100.0,16800.0
23-04-20,4740,4532,2100.0,16800.0
24-04-20,4737,4529,2100.0,16800.0
25-04-20,4717,4509,2100.0,16800.0
26-04-20,4717,4509,2100.0,16800.0
27-04-20,4682,4474,2100.0,16800.0
28-04-20,4632,4424,2100.0,16800.0
29-04-20,4650,4442,2100.0,16800.0
30-04-20,4603,4395,2100.0,16800.0
01-05-20,4549,4341,2100.0,16800.0
02-05-20,4568,4360,2100.0,16800.0
03-05-20,4568,4360,2100.0,16800.0
04-05-20,4584,4375,2100.0,16800.0
05-05-20,4600,4391,2100.0,16800.0
06-05-20,4623,4414,2100.0,16800.0
07-05-20,4591,4382,2100.0,16800.0
08-05-20,4658,4449,2100.0,16800.0
09-05-20,4661,4452,2100.0,16800.0
10-05-20,4661,4452,2100.0,16800.0
11-05-20,4667,4458,2100.0,16800.0
12-05-20,4663,4454,2100.0,16800.0
13-05-20,4652,4443,2605.0,20840.0
14-05-20,4689,4465,2620.0,20960.0
15-05-20,4725,4501,2620.0,20960.0
16-05-20,4773,4546,2620.0,20960.0
17-05-20,4773,4546,2620.0,20960.0
18-05-20,4805,4578,2620.0,20960.0
19-05-20,4708,4484,2763.0,22104.0
20-05-20,4751,4524,2763.0,22104.0
21-05-20,4712,4487,2763.0,22104.0
22-05-20,4753,4528,2763.0,22104.0
23-05-20,4771,4544,2841.0,22728.0
24-05-20,4771,4544,2841.0,22728.0
25-05-20,4771,4544,2841.0,22728.0
26-05-20,4709,4485,2841.0,22728.0
27-05-20,4653,4431,2841.0,22728.0
28-05-20,4709,4485,2818.0,22544.0
29-05-20,4700,4476,2800.0,22400.0
30-05-20,4733,4508,2800.0,22400.0
31-05-20,4733,4508,2827.0,22616.0
01-06-20,4717,4491,2827.0,22616.0
02-06-20,4724,4498,2827.0,22616.0
03-06-20,4695,4472,2809.0,22472.0
04-06-20,4695,4472,2843.0,22744.0
05-06-20,4708,4484,2780.0,22240.0
06-06-20,4657,4435,2802.0,22416.0
07-06-20,4657,4435,2802.0,22416.0
08-06-20,4669,4447,2806.0,22448.0
09-06-20,4703,4479,2814.0,22512.0
10-06-20,4723,4498,2814.0,22512.0
11-06-20,4753,4526,2782.0,22256.0
12-06-20,4761,4535,2830.0,22640.0
13-06-20,4780,4552,2798.0,22384.0
14-06-20,4780,4552,2798.0,22384.0
15-06-20,4736,4509,2798.0,22384.0
16-06-20,4780,4553,2801.0,22408.0
17-06-20,4759,4532,2747.0,21976.0
18-06-20,4785,4565,2815.0,22520.0
19-06-20,4781,4553,2784.0,22272.0
20-06-20,4836,4608,2784.0,22272.0
21-06-20,4836,4608,2784.0,22272.0
22-06-20,4841,4610,2784.0,22272.0
23-06-20,4841,4610,2784.0,22272.0
24-06-20,4891,4659,2784.0,22272.0
25-06-20,4842,4611,2784.0,22272.0
26-06-20,4841,4611,2784.0,22272.0
27-06-20,4870,4640,2784.0,22272.0
28-06-20,4870,4640,2784.0,22272.0
29-06-20,4856,4624,2784.0,22272.0
30-06-20,4862,4631,2784.0,22272.0
01-07-20,4918,4684,2784.0,22272.0
02-07-20,4856,4622,2784.0,22272.0
03-07-20,4853,4622,2784.0,22272.0
04-07-20,4853,4622,2784.0,22272.0
05-07-20,4853,4622,2784.0,22272.0
06-07-20,4853,4622,2784.0,22272.0
07-07-20,4858,4626,2725.0,21800.0
08-07-20,4926,4692,2725.0,21800.0
09-07-20,4954,4718,2758.0,22064.0
10-07-20,4941,4706,2818.0,22544.0
11-07-20,4923,4689,2871.0,22968.0
12-07-20,4923,4689,2871.0,22968.0
13-07-20,4941,4706,2833.0,22664.0
14-07-20,4932,4697,2833.0,22664.0
15-07-20,4952,4716,2816.0,22528.0
16-07-20,4942,4706,2816.0,22528.0
17-07-20,4917,4683,2806.0,22448.0
18-07-20,4938,4703,2785.0,22280.0
19-07-20,4938,4703,2785.0,22280.0
20-07-20,4937,4702,2785.0,22280.0
21-07-20,4951,4717,2772.0,22176.0
22-07-20,5012,4773,2822.0,22576.0
23-07-20,5088,4847,2845.0,22760.0
24-07-20,5129,4885,2921.0,23368.0
25-07-20,5148,4904,3078.0,24624.0
26-07-20,5148,4904,3078.0,24624.0
27-07-20,5262,5013,3078.0,24624.0
28-07-20,5289,5037,3045.0,24360.0
29-07-20,5328,5075,3114.0,24912.0
30-07-20,5348,5093,3068.0,24544.0
31-07-20,5406,5150,3126.0,25008.0
01-08-20,5456,5196,3126.0,25008.0
02-08-20,5456,5196,3126.0,25008.0
03-08-20,5458,5199,3005.0,24040.0
04-08-20,5462,5202,3005.0,24040.0
05-08-20,5589,5324,3016.0,24128.0
06-08-20,5642,5374,3072.0,24576.0
07-08-20,5687,5416,3156.0,25248.0
08-08-20,5654,5385,3227.0,25816.0
09-08-20,5654,5385,3227.0,25816.0
10-08-20,5633,5365,3227.0,25816.0
11-08-20,5504,5242,3082.0,24656.0
12-08-20,5359,5104,3212.0,25696.0
13-08-20,5330,5076,3150.0,25200.0
14-08-20,5355,5100,3107.0,24856.0
15-08-20,5355,5100,3107.0,24856.0
16-08-20,5355,5100,3107.0,24856.0
17-08-20,5328,5075,3114.0,24912.0
18-08-20,5446,5187,3129.0,25032.0
19-08-20,5424,5166,3156.0,25248.0
20-08-20,5292,5040,3239.0,25912.0
21-08-20,5283,5031,3151.0,25208.0
22-08-20,5300,5048,3093.0,24744.0
23-08-20,5300,5048,3093.0,24744.0
24-08-20,5243,4993,3093.0,24744.0
25-08-20,5167,4921,3035.0,24280.0
26-08-20,5148,4903,3047.0,24376.0
27-08-20,5184,4937,3037.0,24296.0
28-08-20,5142,4897,3037.0,24296.0
29-08-20,5173,4927,3058.0,24464.0
30-08-20,5173,4927,3058.0,24464.0
31-08-20,5195,4947,3019.0,24152.0
01-09-20,5212,4964,3037.0,24296.0
02-09-20,5157,4911,3067.0,24536.0
03-09-20,5119,4875,3033.0,24264.0
04-09-20,5123,4879,2977.0,23816.0
05-09-20,5132,4888,2977.0,23816.0
06-09-20,5132,4888,2977.0,23816.0
07-09-20,5132,4888,2953.0,23624.0
08-09-20,5135,4890,2954.0,23632.0
09-09-20,5154,4909,2954.0,23632.0
10-09-20,5166,4920,2983.0,23864.0
11-09-20,5150,4905,2983.0,23864.0
12-09-20,5145,4900,3007.0,24056.0
13-09-20,5145,4900,3007.0,24056.0
14-09-20,5162,4916,3032.0,24256.0
15-09-20,5208,4960,3032.0,24256.0
16-09-20,5194,4947,3134.0,25072.0
17-09-20,5165,4919,3134.0,25072.0
18-09-20,5189,4942,3103.0,24824.0
19-09-20,5206,4958,3103.0,24824.0
20-09-20,5206,4958,3103.0,24824.0
21-09-20,5161,4915,3064.0,24512.0
22-09-20,5093,4850,3012.0,24096.0
23-09-20,5061,4820,2902.0,23216.0
24-09-20,5002,4764,2902.0,23216.0
25-09-20,5028,4789,2777.0,22216.0
26-09-20,5019,4780,2777.0,22216.0
27-09-20,5019,4780,,
28-09-20,5079,4740,2824.0,22592.0
29-09-20,5059,4818,2807.0,22456.0
30-09-20,5049,4809,2879.0,23032.0
01-10-20,5056,4815,2871.0,22968.0
02-10-20,5112,4869,2871.0,22968.0
03-10-20,5093,4850,2871.0,22968.0
04-10-20,5093,4850,2871.0,22968.0
05-10-20,5062,4821,2922.0,23376.0
06-10-20,5103,4860,2879.0,23032.0
07-10-20,5046,4806,2907.0,23256.0
08-10-20,5051,4810,2907.0,23256.0
09-10-20,5093,4850,2836.0,22688.0
10-10-20,5125,4881,2836.0,22688.0
11-10-20,5125,4881,2836.0,22688.0
12-10-20,5128,4884,2871.0,22968.0
13-10-20,5129,4885,2895.0,23160.0
14-10-20,5078,4836,2854.0,22832.0
15-10-20,5072,4830,2871.0,22968.0
16-10-20,5106,4863,2802.0,22416.0
17-10-20,5054,4680,2802.0,22416.0
18-10-20,5054,4680,,
19-10-20,5084,4709,2830.0,22640.0
20-10-20,5058,4683,2858.0,22864.0
21-10-20,5094,4717,2858.0,22864.0
22-10-20,5098,4720,2871.0,22968.0
23-10-20,5102,4724,2926.0,23408.0
24-10-20,5100,4722,2926.0,23408.0
25-10-20,5100,4722,2926.0,23408.0
26-10-20,5101,4723,2998.0,23984.0
27-10-20,5136,4756,2920.0,23360.0
28-10-20,5148,4768,2920.0,23360.0
29-10-20,5121,4741,2920.0,23360.0
30-10-20,5114,4734,2876.0,23008.0
31-10-20,5140,4760,2876.0,23008.0
01-11-20,5140,4760,2876.0,23008.0
02-11-20,5139,4759,2860.0,22880.0
03-11-20,5150,4770,2860.0,22880.0
04-11-20,5170,4790,2848.0,22784.0
05-11-20,5190,4810,2848.0,22784.0
06-11-20,5247,4867,2848.0,22784.0
07-11-20,5264,4884,2848.0,22784.0
08-11-20,5264,4884,2848.0,22784.0
09-11-20,5302,4922,2848.0,22784.0
10-11-20,5160,4780,2848.0,22784.0
11-11-20,5144,4764,2848.0,22784.0
12-11-20,5141,4761,,
13-11-20,5163,4783,2848.0,22784.0
14-11-20,5163,4783,2848.0,22784.0
15-11-20,5163,4783,2848.0,22784.0
16-11-20,5201,4821,2848.0,22784.0
17-11-20,5184,4804,3008.0,24064.0
18-11-20,5160,4780,,
19-11-20,5120,4740,3059.0,24472.0
20-11-20,5120,4740,3092.0,24736.0
21-11-20,5140,4760,3092.0,24736.0
22-11-20,5140,4760,3092.0,24736.0
23-11-20,5128,4748,3092.0,24736.0
24-11-20,5020,4640,3092.0,24736.0
25-11-20,4994,4613,3092.0,24736.0
26-11-20,4993,4613,3069.0,24552.0
27-11-20,4969,4589,3126.0,25008.0
28-11-20,4954,4574,3135.0,25080.0
29-11-20,4954,4574,3135.0,25080.0
30-11-20,4899,4519,3135.0,25080.0
01-12-20,4906,4526,3152.0,25216.0
02-12-20,4991,4611,3221.0,25768.0
03-12-20,5036,4656,3224.0,25792.0
04-12-20,5030,4650,3271.0,26168.0
05-12-20,5032,4652,3271.0,26168.0
06-12-20,5032,4652,3271.0,26168.0
07-12-20,5016,4636,3436.0,27488.0
08-12-20,5088,4708,3322.0,26576.0
09-12-20,5064,4684,3322.0,26576.0
10-12-20,5002,4622,3322.0,26576.0
11-12-20,5012,4632,3313.0,26504.0
12-12-20,5037,4657,3361.0,26888.0
13-12-20,5037,4657,3361.0,26888.0
14-12-20,4996,4611,3361.0,26888.0
15-12-20,5038,4653,3361.0,26888.0
16-12-20,5072,4688,3323.0,26584.0
17-12-20,5092,4708,3370.0,26960.0
18-12-20,5104,4720,3334.0,26672.0
19-12-20,5128,4744,3334.0,26672.0
20-12-20,5128,4744,3334.0,26672.0
21-12-20,5153,4769,3351.0,26808.0
22-12-20,5109,4725,3351.0,26808.0
23-12-20,5099,4715,3361.0,26888.0
24-12-20,5104,4720,3304.0,26432.0
25-12-20,5111,4727,3281.0,26248.0
26-12-20,5114,4730,3307.0,26456.0
27-12-20,5114,4730,3307.0,26456.0
28-12-20,5112,4728,3307.0,26456.0
29-12-20,5102,4718,3307.0,26456.0
30-12-20,5096,4712,3307.0,26456.0
31-12-20,5110,4726,3352.0,26816.0
01-01-21,5119,4735,3434.0,27472.0
02-01-21,5132,4748,3445.0,27560.0
03-01-21,5132,4748,3445.0,27560.0
04-01-21,5199,4815,3445.0,27560.0
05-01-21,5240,4856,3444.0,27552.0
06-01-21,5269,4885,3571.0,28568.0
07-01-21,5189,4805,3465.0,27720.0
08-01-21,5138,4754,3465.0,27720.0
09-01-21,5084,4700,3531.0,28248.0
10-01-21,5084,4700,3531.0,28248.0
11-01-21,5064,4680,3531.0,28248.0
12-01-21,5064,4680,3567.0,28536.0
13-01-21,5046,4662,3567.0,28536.0
14-01-21,5046,4662,3567.0,28536.0
15-01-21,5040,4656,3567.0,28536.0
16-01-21,4992,4608,3545.0,28360.0
17-01-21,4992,4608,3545.0,28360.0
18-01-21,4997,4613,3473.0,27784.0
19-01-21,5016,4632,3473.0,27784.0
20-01-21,5035,4651,3455.0,27640.0
21-01-21,5059,4675,3450.0,27600.0
22-01-21,5044,4660,3601.0,28808.0
23-01-21,5039,4655,3601.0,28808.0
24-01-21,5039,4655,3601.0,28808.0
25-01-21,5020,4636,3497.0,27976.0
26-01-21,5020,4636,3497.0,27976.0
27-01-21,5001,4617,3497.0,27976.0
28-01-21,5002,4618,3528.0,28224.0
29-01-21,5022,4638,3414.0,27312.0
30-01-21,5039,4655,3414.0,27312.0
31-01-21,5039,4655,3414.0,27312.0
01-02-21,5009,4625,3544.0,28352.0
02-02-21,4949,4565,3544.0,28352.0
03-02-21,4913,4529,3544.0,28352.0
04-02-21,4867,4483,3521.0,28168.0
05-02-21,4839,4455,3465.0,27720.0
06-02-21,4853,4469,3465.0,27720.0
07-02-21,4853,4469,3465.0,27720.0
08-02-21,4849,4465,3474.0,27792.0
09-02-21,4921,4537,3574.0,28592.0
10-02-21,4906,4522,3652.0,29216.0
11-02-21,4769,4385,3719.0,29752.0
12-02-21,4850,4466,3719.0,29752.0
13-02-21,4852,4468,3864.0,30912.0
14-02-21,4852,4468,3864.0,30912.0
15-02-21,4841,4457,3864.0,30912.0
16-02-21,4848,4464,3822.0,30576.0
17-02-21,4778,4394,4006.0,32048.0
18-02-21,4769,4385,3946.0,31568.0
19-02-21,4732,4348,3872.0,30976.0
20-02-21,4760,4376,3949.0,31592.0
21-02-21,4760,4376,3949.0,31592.0
22-02-21,4779,4395,4021.0,32168.0
23-02-21,4798,4414,4021.0,32168.0
24-02-21,4797,4413,3937.0,31496.0
25-02-21,4756,4372,3886.0,31088.0
26-02-21,4747,4363,3858.0,30864.0
27-02-21,4715,4331,3919.0,31352.0
28-02-21,4715,4331,3919.0,31352.0
01-03-21,4726,4342,3811.0,30488.0
02-03-21,4674,4286,3784.0,30272.0
03-03-21,4655,4264,3808.0,30464.0
04-03-21,4608,4217,3758.0,30064.0
05-03-21,4575,4184,3727.0,29816.0
06-03-21,4607,4216,3646.0,29168.0
07-03-21,4607,4216,3646.0,29168.0
08-03-21,4584,4193,3535.0,28280.0
09-03-21,4595,4204,3585.0,28680.0
10-03-21,4598,4207,3590.0,28720.0
11-03-21,4641,4250,3590.0,28720.0
12-03-21,4571,4180,3702.0,29616.0
13-03-21,4621,4230,3792.0,30336.0
14-03-21,4621,4230,3792.0,30336.0
15-03-21,4620,4229,3715.0,29720.0
16-03-21,4618,4227,3715.0,29720.0
17-03-21,4628,4237,3794.0,30352.0
18-03-21,4631,4240,3772.0,30176.0
19-03-21,4640,4249,3733.0,29864.0
20-03-21,4641,4250,3794.0,30352.0
21-03-21,4641,4250,3794.0,30352.0
22-03-21,4603,4212,3670.0,29360.0
23-03-21,4619,4228,3669.0,29352.0
24-03-21,4623,4232,3692.0,29536.0
25-03-21,4621,4230,3696.0,29568.0
26-03-21,4607,4216,3681.0,29448.0
27-03-21,4591,4232,3676.0,29408.0
28-03-21,4591,4232,3676.0,29408.0
29-03-21,4592,4233,3676.0,29408.0
30-03-21,4561,4202,3676.0,29408.0
31-03-21,4521,4162,3761.0,30088.0
01-04-21,4597,4238,3678.0,29424.0
02-04-21,4626,4267,3734.0,29872.0
03-04-21,4636,4277,3739.0,29912.0
04-04-21,4636,4277,3739.0,29912.0
05-04-21,4617,4258,3739.0,29912.0
06-04-21,4617,4258,3739.0,29912.0
07-04-21,4693,4334,3785.0,30280.0
08-04-21,4724,4365,3893.0,31144.0
09-04-21,4739,4380,3957.0,31656.0
10-04-21,4733,4374,3926.0,31408.0
11-04-21,4733,4374,3926.0,31408.0
12-04-21,4739,4380,3926.0,31408.0
13-04-21,4739,4380,3926.0,31408.0
14-04-21,4739,4380,3926.0,31408.0
15-04-21,4739,4380,3805.0,30440.0
16-04-21,4778,4419,3776.0,30208.0
17-04-21,4811,4452,3807.0,30456.0
18-04-21,4811,4452,3807.0,30456.0
19-04-21,4854,4495,3845.0,30760.0
20-04-21,4806,4447,3920.0,31360.0
21-04-21,4870,4511,3920.0,31360.0
22-04-21,4866,4507,3850.0,30800.0
23-04-21,4854,4495,3849.0,30792.0
24-04-21,4836,4477,3912.0,31296.0
25-04-21,4836,4477,3912.0,31296.0
26-04-21,4829,4470,3993.0,31944.0
27-04-21,4824,4465,3993.0,31944.0
28-04-21,4789,4430,3944.0,31552.0
29-04-21,4784,4425,3977.0,31816.0
30-04-21,4769,4410,3870.0,30960.0
01-05-21,4769,4410,3870.0,30960.0
02-05-21,4769,4410,3870.0,30960.0
03-05-21,4781,4422,3875.0,31000.0
04-05-21,4794,4435,3887.0,31096.0
05-05-21,4774,4415,3887.0,31096.0
06-05-21,4809,4450,3966.0,31728.0
07-05-21,4855,4496,3966.0,31728.0
08-05-21,4869,4510,3966.0,31728.0
09-05-21,4869,4510,3966.0,31728.0
10-05-21,4879,4520,3902.0,31216.0
11-05-21,4879,4520,3902.0,31216.0
12-05-21,4869,4510,3994.0,31952.0
13-05-21,4855,4496,3873.0,30984.0
14-05-21,4866,4507,3928.0,31424.0
15-05-21,4879,4520,3806.0,30448.0
16-05-21,4879,4520,3806.0,30448.0
17-05-21,4914,4555,3806.0,30448.0
18-05-21,4934,4575,3863.0,30904.0
19-05-21,4929,4570,3857.0,30856.0
20-05-21,4947,4588,3848.0,30784.0
21-05-21,4947,4588,3774.0,30192.0
22-05-21,4949,4590,3779.0,30232.0
23-05-21,4957,4598,3779.0,30232.0
24-05-21,4953,4594,3779.0,30232.0
25-05-21,4961,4602,3768.0,30144.0
26-05-21,5011,4652,3693.0,29544.0
27-05-21,4969,4610,3725.0,29800.0
28-05-21,4956,4597,3764.0,30112.0
29-05-21,4970,4611,3709.0,29672.0
30-05-21,4970,4611,3709.0,29672.0
31-05-21,4987,4628,3663.0,29304.0
01-06-21,5017,4658,3668.0,29344.0
02-06-21,5006,4647,3742.0,29936.0
03-06-21,4984,4625,3750.0,30000.0
04-06-21,4944,4585,3750.0,30000.0
05-06-21,4974,4615,3690.0,29520.0
06-06-21,4974,4615,3690.0,29520.0
07-06-21,4971,4612,3652.0,29216.0
08-06-21,4979,4620,3652.0,29216.0
09-06-21,4980,4621,3736.0,29888.0
10-06-21,4966,4607,3736.0,29888.0
11-06-21,4994,4635,3666.0,29328.0
12-06-21,4964,4605,3666.0,29328.0
13-06-21,4964,4605,3666.0,29328.0
14-06-21,4924,4565,3666.0,29328.0
15-06-21,4944,4585,3666.0,29328.0
16-06-21,4936,4577,3710.0,29680.0
17-06-21,4859,4500,3718.0,29744.0
18-06-21,4819,4460,3722.0,29776.0
19-06-21,4789,4430,3572.0,28576.0
20-06-21,4789,4430,3572.0,28576.0
21-06-21,4809,4450,3492.0,27936.0
22-06-21,4799,4440,3491.0,27928.0
23-06-21,4814,4455,3491.0,27928.0
24-06-21,4809,4450,3558.0,28464.0
25-06-21,4809,4450,3533.0,28264.0
26-06-21,4804,4445,,
27-06-21,4804,4445,3533.0,28264.0
28-06-21,4799,4440,3533.0,28264.0
29-06-21,4789,4430,3591.0,28728.0
30-06-21,4765,4406,3599.0,28792.0
01-07-21,4804,4445,3599.0,28792.0
02-07-21,4839,4480,3480.0,27840.0
03-07-21,4844,4485,3589.0,28712.0
04-07-21,4844,4485,3589.0,28712.0
05-07-21,4832,4473,3586.0,28688.0
06-07-21,4870,4520,3578.0,28624.0
07-07-21,4870,4520,3604.0,28832.0
08-07-21,4900,4550,3648.0,29184.0
09-07-21,4875,4515,3611.0,28888.0
10-07-21,4885,4525,3537.0,28296.0
11-07-21,4885,4525,3537.0,28296.0
12-07-21,4867,4507,3537.0,28296.0
13-07-21,4878,4518,3584.0,28672.0
14-07-21,4891,4537,3627.0,29016.0
15-07-21,4929,4575,3673.0,29384.0
16-07-21,4914,4560,3713.0,29704.0
17-07-21,4896,4542,3704.0,29632.0
18-07-21,4896,4542,3714.0,29712.0
19-07-21,4888,4534,3714.0,29712.0
20-07-21,4898,4544,3729.0,29832.0
21-07-21,4884,4530,3562.0,28496.0
22-07-21,4854,4490,3519.0,28152.0
23-07-21,4875,4511,3506.0,28048.0
24-07-21,4874,4510,3537.0,28296.0
25-07-21,4874,4510,3537.0,28296.0
26-07-21,4889,4525,3537.0,28296.0
27-07-21,4866,4502,3533.0,28264.0
28-07-21,4871,4507,3533.0,28264.0
29-07-21,4905,4541,3458.0,27664.0
30-07-21,4933,4569,3437.0,27496.0
31-07-21,4912,4548,3523.0,28184.0
01-08-21,4912,4548,3523.0,28184.0
02-08-21,4887,4523,3431.0,27448.0
03-08-21,4891,4527,3431.0,27448.0
04-08-21,4895,4531,3431.0,27448.0
05-08-21,4887,4523,3449.0,27592.0
06-08-21,4865,4501,3458.0,27664.0
07-08-21,4804,4440,3331.0,26648.0
08-08-21,4804,4440,3331.0,26648.0
09-08-21,4755,4391,3285.0,26280.0
10-08-21,4727,4363,3288.0,26304.0
11-08-21,4732,4368,3239.0,25912.0
12-08-21,4759,4395,3258.0,26064.0
13-08-21,4759,4395,3344.0,26752.0
14-08-21,4799,4435,3344.0,26752.0
15-08-21,4799,4435,3344.0,26752.0
16-08-21,4792,4428,3344.0,26752.0
17-08-21,4841,4477,3366.0,26928.0
18-08-21,4828,4464,3347.0,26776.0
19-08-21,4828,4464,3346.0,26768.0
20-08-21,4824,4460,3297.0,26376.0
21-08-21,4829,4465,3200.0,25600.0
22-08-21,4829,4465,3200.0,25600.0
23-08-21,4822,4458,3206.0,25648.0
24-08-21,4849,4485,3201.0,25608.0
25-08-21,4838,4474,3201.0,25608.0
26-08-21,4814,4450,3297.0,26376.0
27-08-21,4823,4459,3283.0,26264.0
28-08-21,4871,4507,3247.0,25976.0
29-08-21,4871,4507,3247.0,25976.0
30-08-21,4830,4466,3247.0,25976.0
31-08-21,4818,4454,3247.0,25976.0
01-09-21,4816,4452,3205.0,25640.0
02-09-21,4819,4455,3233.0,25864.0
03-09-21,4816,4452,3267.0,26136.0
04-09-21,4860,4496,3230.0,25840.0
05-09-21,4860,4496,3230.0,25840.0
06-09-21,4843,4479,3230.0,25840.0
07-09-21,4836,4472,3245.0,25960.0
